회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,총자본정상영업이익률,금융비용부담률,1주당순이익,유동비율,당좌비율,부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,총자본투자효율,부가가치율,종업원1인당부가가치율_계산,자기자본회전률,타인자본회전률,시장구분
성우전자(주),081580,201912,200710,,0,0,0,제조업,1,-7.882418731,-6.368499101,-25.12909874,-1.82,-175.3379246,-3.83,-0.54,-347.0712128,297.7,272.71,23.24,56.73,11.43,19.12,20.44,25.32453704,1.48994254,4.59,KOSDAQ
성호전자(주),043260,201212,200111,,0,0,0,제조업,1,-3.228481385,-10.96669208,-19.24859691,-5.83,-275.2888877,-3.19,1.3,-177.9002826,163.31,110.92,123.5,8.64,4.81,12.77,12.87,53.65920354,2.445992945,1.83,KOSDAQ
씨제이제일제당(주),097950,201112,200709,,0,0,0,제조업,1,78.27578096,63.10157042,15.32851724,15.18,2.431143705,5.24,0.75,16360.35769,87.97,59.53,141.45,0.47,0.48,10.12,17.55,119.2148189,0.905805525,1.31,KOSPI
매일홀딩스(주),005990,201412,199905,,0,0,0,제조업,1,7.025490095,4.963792774,6.125002236,-3.04,-17.28164536,3.82,0.13,1787.105299,171.09,98.25,99.93,8.82,2.36,26.95,14.43,84.4891888,4.039982207,3.9,KOSDAQ
(주)동진쎄미켐,005290,201112,199912,,0,0,0,제조업,1,11.86882717,0.209729546,11.55871439,13.3,-59.15946767,2.36,3.44,-159.7622695,59.38,38.05,313.62,0.91,0.84,15.38,18.62,86.00277154,3.416609345,1.16,KOSDAQ
우림피티에스(주),101170,201912,200904,,0,0,0,제조업,1,0.603956589,-1.823116966,-13.69609684,-8.9,-159.0751798,-1.29,-0.46,-49.37562963,446.55,304.36,13.17,59.67,12.29,16.01,28.32,90.34505747,0.742412753,5.37,KOSDAQ
(주)강원랜드,035250,201612,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,7.808507152,8.505439456,3.844954676,0.25,3.899205631,16.13,-2.29,2124.579773,251.71,251.53,22.33,80.65,28.6,26.22,61.49,286.0012565,0.542848481,2.39,KOSPI
(주)엠게임,058630,201112,200812,,1,0,1,정보통신업,0,12.74681653,-2.783847262,1.777976028,-30.12,82.61361272,-0.22,2.8,-101.3917406,94.67,94.67,78.64,14.35,14.79,-0.22,-0.51,12.19058296,0.763234664,1.06,KOSDAQ
한국기업평가(주),034950,201412,200202,,0,0,0,임대업,1,3.556680741,3.92684881,0.370474919,0.0,-2.822184172,14.69,-2.91,3034.683518,420.13,420.13,24.83,79.32,26.74,49.24,65.0,213.3209554,0.76259662,3.0,KOSDAQ
(주)현대홈쇼핑,057050,201412,201009,,0,0,0,도매 및 소매업,1,8.482078646,9.55284075,8.505136045,15.37,0.251794001,9.74,-2.33,12320.54725,304.13,296.99,22.5,33.31,10.93,17.62,31.47,559.612541,0.75108896,3.11,KOSPI
아비코전자(주),036010,202012,200207,,1,0,1,제조업,1,0.767632754,-2.503312983,0.64717164,-14.77,17.91207399,-1.57,-0.65,-201.0484668,602.83,472.11,22.15,29.93,5.33,19.97,19.63,46.8343769,1.160818343,6.09,KOSDAQ
현대바이오사이언스(주),048410,201112,200208,,0,1,1,제조업,1,-22.36308992,-31.51271657,-38.67458151,-7.95,-150.9952957,-10.89,1.78,-1687.851146,155.99,72.95,114.98,-7.87,-2.69,-3.59,-5.86,-75.62221774,1.114321886,2.61,KOSDAQ
우리산업(주),215360,202012,201505,,0,0,0,제조업,1,1.428266147,3.395622252,-9.335014309,-11.08,-26.79138951,4.17,0.46,593.963555,137.4,96.55,106.77,15.34,6.83,23.17,19.99,166.7116511,2.796581366,2.24,KOSDAQ
(주)경동나비엔,009450,201612,199308,,0,0,0,제조업,1,6.88172339,15.86088841,13.90965924,14.3,89.20849172,11.02,0.24,2941.237457,98.83,48.13,79.99,27.5,9.01,33.01,24.32,100.3787816,2.622311297,3.01,KOSPI
(주)원익큐브,014190,201612,199604,,0,0,0,도매 및 소매업,1,12.82937702,6.991611717,17.5937187,4.69,176.3696961,2.32,0.0,72.31035756,168.75,127.28,67.49,-2.07,-0.46,10.77,5.97,87.87507463,2.954767101,4.94,KOSDAQ
(주)에스디시스템,121890,201712,201007,,1,0,1,제조업,1,-16.910629,-31.51271657,-12.90008986,-3.3,-2.707172555,-10.89,0.09,-2238.020276,138.8,106.89,151.04,-19.54,-8.21,0.9,0.57,1.788920455,2.986006288,2.75,KOSDAQ
(주)대창스틸,140520,201412,201412,,0,0,0,제조업,1,-8.388097558,6.378011541,-20.40382921,0.0,-23.51760189,2.92,1.4,99.87621859,83.06,47.47,113.83,15.25,6.84,5.66,4.78,143.1946154,2.536193062,2.0,KOSDAQ
(주)이아이디,093230,201112,200711,,0,1,1,도매 및 소매업,1,-22.36308992,-29.23094217,-38.67458151,-30.12,-134.0370517,-10.89,-0.2,-2238.020276,104.33,97.1,59.09,-19.54,-13.66,-3.59,-5.86,-75.62221774,1.361613344,0.97,KOSPI
(주)아이티엑스에이아이,099520,201512,200912,,1,1,1,제조업,1,-16.0365761,-31.51271657,-38.67458151,-28.9,-432.3986363,-10.89,1.0,-1086.111955,231.86,167.97,96.79,5.97,3.44,-2.71,-3.18,-7.286064516,1.283300806,1.98,KOSDAQ
(주)캐스텍코리아,071850,201912,201405,,0,0,0,제조업,1,0.901138491,-3.302656709,-8.499196577,-5.52,-138.8527941,-0.66,2.34,-345.9151408,82.02,56.06,140.71,4.95,4.46,14.72,22.68,80.73694805,1.782921645,1.13,KOSDAQ
(주)파세코,037070,201112,200001,,0,0,0,제조업,1,1.314797102,-2.158738091,-3.879414101,5.24,-20.05657836,4.23,1.7,112.8931061,73.04,43.38,96.78,13.46,5.98,18.47,16.68,59.09014235,4.317359286,2.22,KOSDAQ
(주)파이오링크,170790,201312,201308,,0,0,0,제조업,1,78.27578096,102.2875763,14.58417321,0.0,5.648341357,10.15,-0.78,835.6892693,538.13,498.86,32.1,5.04,2.23,32.36,58.89,103.229403,4.080518371,2.26,KOSDAQ
(주)휴네시온,290270,201812,201808,,0,0,0,정보통신업,0,78.27578096,102.2875763,14.43548298,0.0,-84.25281069,2.1,-1.29,209.4088974,787.94,765.99,12.98,56.86,10.24,26.35,41.32,67.49709677,1.710537841,5.55,KOSDAQ
그린케미칼(주),083420,201712,200510,,0,0,0,제조업,1,-5.377964867,-4.987033532,4.123319245,-0.7,-13.06696851,1.76,0.31,126.1322,98.49,75.1,77.94,17.02,5.74,18.3,14.09,253.4219858,2.105185302,2.88,KOSPI
에스엔유프리시젼(주),080000,201512,200501,,0,0,0,제조업,1,-0.476573978,2.213404345,-15.98869972,-5.2,500.2927423,2.06,2.97,88.80302758,126.71,122.38,81.66,4.41,3.59,17.72,32.05,88.01694118,1.116602805,1.21,KOSDAQ
한창산업(주),079170,201812,200502,,0,0,0,제조업,1,1.517067054,1.432581481,15.55664886,12.5,-85.5903808,0.58,-0.01,273.0309615,1062.09,779.36,12.38,31.4,3.28,11.65,11.04,95.60277778,1.045803693,8.17,KOSDAQ
(주)위다스,056810,201112,200201,41527.0,1,0,1,제조업,1,24.75083136,-20.49825354,-36.66412469,-0.89,-251.3572166,-10.89,1.41,-317.9202212,113.08,84.98,105.91,-19.54,-13.66,-1.74,-5.1,-6.695495495,2.242278952,0.66,KOSDAQ
(주)다우데이타,032190,201112,199912,,0,0,0,도매 및 소매업,1,22.79586298,7.256937733,6.147529305,1.74,17.16047256,4.07,0.63,3197.247591,119.73,118.85,311.23,-0.46,-1.69,7.19,34.97,97.68316239,0.845650296,0.58,KOSDAQ
(주)지앤에스티,036920,201112,199912,41401.0,1,0,1,도매 및 소매업,1,28.07545829,-31.51271657,82.96258463,-4.35,1.247720234,-10.89,0.94,-172.8112832,106.37,98.77,156.83,-19.54,-13.66,-3.59,-5.86,-75.62221774,0.880772854,2.01,KOSDAQ
인선이엔티(주),060150,201112,200206,,0,1,1,"수도, 하수 및 폐기물 처리, 원료 재생업",0,2.569608828,-0.519636579,14.57421442,1.32,-9.318005322,1.28,3.35,-16.23484249,64.76,61.59,68.25,5.65,6.07,10.13,26.83,57.71559896,3.278878585,0.96,KOSDAQ
(주)케이에이치바텍,060720,201112,200205,,0,1,1,제조업,1,33.37209636,10.91017914,-10.00930305,-16.8,-33.6846249,4.58,-0.08,624.3545625,143.37,112.78,87.22,33.55,18.12,18.48,21.42,101.8491923,1.687355397,2.13,KOSDAQ
(주)동국에스엔씨,100130,201412,200908,,0,0,0,제조업,1,1.795778029,2.915218467,44.11984922,2.73,36.09949609,4.14,-0.92,193.0749523,312.61,223.79,29.94,15.11,5.24,7.71,11.61,192.1846903,0.875401692,2.86,KOSDAQ
(주)웹젠,069080,202012,200305,,0,0,0,정보통신업,0,31.09889194,22.23573972,67.0483088,0.9,109.0550601,20.54,-1.94,2442.77668,360.82,360.76,24.85,71.75,26.35,31.82,58.72,265.404911,0.525878765,3.54,KOSDAQ
조아제약(주),034940,201112,199908,,0,0,0,제조업,1,10.7477323,13.51733837,11.38739362,6.44,-2.970412718,3.18,0.9,56.61105344,354.67,293.45,29.56,12.25,4.46,24.84,39.65,62.22669355,0.52341382,2.51,KOSDAQ
(주)파인디앤씨,049120,201112,200107,,0,0,0,제조업,1,38.53580004,29.66618974,19.00854975,-30.12,-256.748727,-2.4,0.69,15.89358435,71.97,58.08,120.92,11.64,4.89,20.1,15.42,37.56346756,0.976678596,2.38,KOSDAQ
(주)씨엔플러스,115530,201312,201111,,0,0,0,제조업,1,-10.64054954,-0.451298549,-22.30914158,2.07,-112.0899726,-0.71,0.21,7.498138188,100.65,88.04,53.74,18.67,9.11,24.88,34.71,65.11081218,1.099458739,1.76,KOSDAQ
성신양회(주),004980,201812,197606,,0,0,0,제조업,1,3.709643145,3.491353255,6.318204146,-9.32,-9.234038805,2.86,1.53,657.7099823,56.76,45.0,174.35,6.31,6.18,13.73,21.18,222.4139486,1.871612054,1.04,KOSPI
고려아연(주),010130,201812,199007,,0,0,0,제조업,1,2.667633926,4.40374058,4.345400392,1.09,-14.53291494,10.72,-0.78,16360.35769,736.56,497.35,13.36,98.97,12.24,16.61,17.43,683.2610568,1.121086355,7.72,KOSPI
(주)국보,001140,201112,198912,,0,0,0,운수 및 창고업,0,38.26760121,54.44544909,20.29819494,-0.52,-27.76703646,1.78,1.4,-36.89560247,76.24,75.0,186.86,1.82,0.9,15.01,11.36,72.66484375,3.790231475,2.07,KOSPI
(주)디지털대성,068930,201312,200310,,0,0,0,교육 서비스업,0,1.811241826,6.740883539,10.54439648,4.46,48.14511734,10.01,-1.69,215.8145834,310.75,307.44,10.98,113.93,11.78,29.92,31.26,77.50358974,1.097088774,8.08,KOSDAQ
삼화왕관(주),004450,201112,197605,,0,0,0,제조업,1,8.853585957,7.48543137,10.23949581,1.11,24.86572023,8.78,-0.23,3579.781923,237.79,171.9,25.32,31.96,8.68,20.14,27.07,135.758956,1.807261538,3.95,KOSPI
(주)한탑,002680,201112,199507,,0,1,1,제조업,1,16.77526343,-2.556501775,10.60327371,10.79,-100.0856224,0.0,1.33,-48.11403846,100.22,78.54,189.77,2.54,2.34,4.3,6.04,40.15584416,0.348038399,1.19,KOSDAQ
(주)네이블커뮤니케이션즈,153460,201312,201207,,0,0,0,정보통신업,0,-11.72244677,6.01717159,-23.02348098,-2.11,-99.24276623,0.12,-2.91,243.8381606,496.8,468.62,17.59,62.72,12.55,44.25,59.17,69.77639785,0.905038186,3.11,KOSDAQ
(주)코이즈,121850,201312,201209,,0,0,0,제조업,1,28.79194619,-5.666868124,-32.0152002,8.4,-101.0554091,-0.16,0.85,-106.8156495,281.56,255.75,95.31,14.8,17.69,16.19,39.65,59.97830986,1.106587432,1.13,KOSDAQ
(주)어스앤에어로스페이스,263540,201712,201709,,0,0,0,제조업,1,68.73976843,102.2875763,4.414485548,0.0,30.80351713,6.52,1.33,94.15976275,364.39,239.49,47.28,-18.4,-12.07,20.51,41.92,55.07052402,0.720802287,1.67,KOSDAQ
(주)마이스코,088700,201112,200801,41398.0,1,0,1,제조업,1,3.213550944,-15.3353396,48.24932775,9.86,65.60585816,-2.67,5.3,-1036.507333,104.49,68.15,207.43,-0.48,-0.56,4.4,7.71,59.85615385,1.753672168,0.89,KOSDAQ
(주)경인양행,012610,201812,199510,,0,0,0,제조업,1,15.37781616,6.079813247,10.37185158,19.73,167.3687679,5.11,0.97,341.6614837,149.64,70.7,84.57,1.9,1.09,23.92,29.83,91.90100162,1.523378608,1.97,KOSPI
현대로템(주),064350,201612,201310,,0,0,0,제조업,1,-11.31628756,2.052050876,-9.801003788,-5.5,281.5654329,2.23,1.91,272.2788353,177.29,163.78,204.88,0.78,0.78,11.34,17.0,117.1280923,2.083601459,0.9,KOSPI
(주)엘엑스세미콘,108320,201612,201006,,0,0,0,제조업,1,4.965225982,9.522915022,13.84865326,16.85,-9.422553536,10.67,-0.56,3116.045941,439.18,381.07,27.67,44.57,7.69,25.23,20.1,165.7773061,1.675352482,5.53,KOSDAQ
(주)에코마케팅,230360,202012,201608,,0,0,0,"전문, 과학 및 기술 서비스업",0,39.70230112,36.39741512,58.97880348,19.12,55.56144738,20.54,-0.42,1684.258325,419.41,399.04,30.64,79.08,20.43,44.98,49.55,260.8428807,1.368524668,4.66,KOSDAQ
감성코퍼레이션(주),036620,201112,200001,,1,1,1,도매 및 소매업,1,-22.36308992,-15.01207687,-38.67458151,-11.11,-391.1019747,-10.89,3.77,-1069.47494,60.06,50.14,35.56,-19.54,-13.66,-3.59,-5.86,-75.62221774,3.295910122,1.36,KOSDAQ
(주)인콘,083640,201912,200512,,1,0,1,제조업,1,-9.4188206,10.11440429,-25.03712276,-15.08,-20.78807089,-2.55,5.3,-248.3645468,120.18,116.42,56.5,-3.65,-3.78,-3.59,-5.86,-11.21514019,0.824887732,0.79,KOSDAQ
(주)성우하이텍,015750,201212,199511,,0,0,0,제조업,1,0.937976253,13.29634533,16.51600963,5.06,21.68843717,8.9,1.07,3218.29146,106.16,80.84,137.42,13.75,5.97,25.56,19.18,144.0797064,3.360525044,2.22,KOSDAQ
(주)대양금속,009190,201112,199404,,0,1,1,제조업,1,-22.36308992,-31.51271657,-38.67458151,-0.54,-432.3986363,-8.3,5.3,-1188.381136,70.25,41.33,388.92,0.76,0.96,-3.59,-5.86,-75.62221774,4.802950566,0.68,KOSPI
유니슨(주),018000,201112,199601,,1,0,1,제조업,1,-22.36308992,30.98998283,-38.67458151,-0.45,-42.94502649,-5.97,5.3,-2238.020276,126.81,99.21,247.01,-9.31,-13.66,-3.53,-5.86,-9.228868778,1.587970489,0.58,KOSDAQ
(주)에스마크,030270,201112,199701,43972.0,0,0,0,제조업,1,16.26224245,-10.38222045,8.001572322,-1.61,-242.3285937,-3.64,1.78,-2238.020276,79.43,33.02,228.88,0.89,0.68,9.31,10.16,38.38202186,3.01392473,1.49,KOSDAQ
신송홀딩스(주),006880,201712,201311,,1,0,1,도매 및 소매업,1,5.2838158,-5.000512436,41.01873653,-30.12,91.42513342,-0.27,0.18,-696.675368,107.42,97.11,86.67,-8.67,-3.58,3.76,3.35,-75.62221774,1.350094123,2.64,KOSPI
(주)디딤,217620,201812,201506,,0,0,0,숙박 및 음식점업,1,28.69404049,6.888964389,40.98940506,18.35,191.0073821,7.18,0.72,70.52812551,84.26,52.47,108.03,6.84,2.55,49.32,35.42,50.40144377,2.992923273,3.29,KOSDAQ
(주)노바텍,285490,202012,201811,,0,0,0,제조업,1,78.27578096,102.2875763,82.96258463,0.0,430.9600281,20.54,1.2,5401.145472,619.51,566.79,22.43,90.35,25.19,42.02,63.95,356.0348571,1.152842767,5.32,KOSDAQ
(주)비엔지티,032790,201112,199706,,0,0,0,도매 및 소매업,1,16.16110595,6.800803642,-20.02892697,44.64,-432.3986363,-5.49,0.55,-34.80285076,182.49,172.58,64.33,-5.4,-1.4,14.66,9.73,38.97040936,2.476833382,3.85,KOSDAQ
(주)대성엘텍,025440,201212,199505,,1,0,1,제조업,1,4.981613729,-0.408125421,4.46810666,-5.23,325.2776444,2.73,2.02,-166.069925,69.82,44.0,388.92,5.2,2.01,22.15,10.78,57.45360934,6.550720162,2.66,KOSDAQ
(주)파브코,101990,201112,200806,41780.0,1,0,1,제조업,1,7.256884787,51.33939768,4.601460318,-2.42,84.70683245,-0.57,3.0,-398.5872857,68.71,58.03,352.28,2.74,1.59,22.9,17.09,66.05200355,2.656701272,1.59,KOSPI
(주)장원테크,174880,201812,201607,,0,0,0,제조업,1,14.9374466,16.46955894,33.41578861,17.95,309.8260259,12.06,0.55,1519.840364,141.01,102.1,55.53,24.4,7.56,38.78,33.64,113.0722464,1.482541991,3.42,KOSDAQ
(주)초록뱀컴퍼니,052300,201112,200108,,0,1,1,도매 및 소매업,1,-13.14753958,-20.27671002,-6.444964679,-30.12,34.15277682,-10.89,-0.36,-117.7276174,389.04,320.67,24.97,22.94,2.9,9.31,5.88,-13.74818182,2.277349452,7.92,KOSDAQ
(주)보루네오가구,004740,201112,198809,42921.0,1,0,1,제조업,1,-1.189841576,-2.639773234,0.124214313,-2.66,54.3241305,0.89,0.9,-59.95272882,79.52,57.58,111.6,-1.41,-0.73,12.19,12.0,62.62986348,2.150157615,1.93,KOSPI
에이치엘비글로벌(주),003580,201812,199003,,1,0,1,광업,0,78.27578096,15.13103636,-15.60938995,11.63,-432.3986363,-2.53,5.3,-529.3248283,140.97,135.88,121.12,0.65,4.33,-3.59,-5.86,-48.46666667,0.348038399,0.58,KOSPI
(주)금호에이치티,214330,201612,201511,,0,0,0,제조업,1,26.42273526,6.012843618,2.709831209,-7.39,-29.71478361,10.19,0.58,855.5115207,183.26,122.14,81.51,23.7,7.99,31.92,23.97,95.40807393,2.487916817,3.7,KOSPI
(주)쎌바이오텍,049960,201512,200212,,0,0,0,제조업,1,30.1431774,31.31498189,21.43059964,13.86,45.35482779,20.54,-1.0,1862.248936,878.62,837.71,9.03,121.58,28.42,42.71,64.68,241.9485217,0.81746058,8.17,KOSDAQ
(주)유니온커뮤니티,203450,202012,201612,,0,0,0,제조업,1,7.841244035,2.853496091,6.831139784,-1.74,-32.48075841,4.15,0.07,149.0057877,220.81,168.31,65.28,23.84,12.64,15.66,21.02,81.46345133,1.224039495,2.03,KOSDAQ
(주)나노신소재,121600,201412,201102,,0,0,0,제조업,1,6.153194531,6.424755074,3.397895236,12.69,164.821788,5.31,0.24,524.5342303,828.86,297.38,16.4,16.35,5.91,20.53,52.7,95.77589404,0.467630817,2.83,KOSDAQ
(주)아미노로직스,074430,201112,200406,,1,1,1,도매 및 소매업,1,43.00992041,74.53244062,-38.67458151,-30.12,-90.04899354,-10.89,-2.63,-202.4081296,225.11,187.14,37.37,-19.54,-13.66,1.3,5.64,30.49206897,0.348038399,0.85,KOSDAQ
(주)하이비젼시스템,126700,201912,201009,,0,0,0,제조업,1,-0.992984469,3.891001984,-26.68838327,-0.34,-81.83219916,2.19,-0.27,435.8567249,261.51,181.7,32.5,5.23,1.58,16.12,19.92,80.59288136,1.680635527,3.06,KOSDAQ
(주)파인디지털,038950,201912,200005,,0,0,0,제조업,1,4.735756982,0.857853486,11.64958088,2.1,-115.1781353,-0.21,-0.87,-10.65042629,612.33,543.6,19.24,25.22,4.51,20.98,23.28,77.14650685,0.964975368,6.33,KOSDAQ
(주)모린스,110310,201212,200909,41740.0,1,0,1,제조업,1,26.14282754,-31.51271657,82.96258463,17.39,9.610034364,-10.89,5.3,-1506.915301,51.15,33.02,276.85,-11.39,-13.66,-3.59,-5.86,-75.62221774,1.174615862,0.78,KOSDAQ
덕양산업(주),024900,202012,199706,,1,0,1,제조업,1,1.330370623,-8.937824494,-4.95787464,5.17,94.14648932,-0.1,0.24,-276.2813304,74.9,71.18,388.92,3.54,1.25,16.56,6.58,82.98882064,6.550720162,2.86,KOSPI
(주)유신,054930,201712,200201,,0,0,0,"전문, 과학 및 기술 서비스업",0,4.925586899,4.850550805,-2.078229257,2.21,-24.00605428,0.7,-0.52,509.97,233.84,233.84,64.76,2.6,1.03,50.49,63.55,81.48561313,1.774830792,2.59,KOSDAQ
(주)아이톡시,052770,201712,200208,,1,1,1,도매 및 소매업,1,-22.36308992,-31.51271657,-38.67458151,0.38,-432.3986363,-10.89,2.39,-828.1119004,69.17,69.17,388.92,-3.74,-2.67,-3.59,-5.86,-27.51842105,4.62625738,1.39,KOSDAQ
농업회사법인(주)농우바이오,054050,201912,200204,,0,0,0,"농업, 임업 및 어업",0,9.692108583,1.355946142,16.57255383,-3.73,-24.21779954,1.42,0.46,435.7759532,305.56,127.81,25.07,23.33,11.18,18.24,43.6,92.03674569,0.515849719,2.59,KOSDAQ
(주)갤럭시아에스엠,011420,201712,198911,,1,1,1,"예술, 스포츠 및 여가관련 서비스업",0,-14.73788188,-9.705247407,-29.15850432,17.76,4.526226848,-6.55,-0.03,-214.1493371,328.78,328.78,23.06,-19.54,-11.51,-0.32,-0.43,-2.18984127,0.873699783,3.25,KOSPI
(주)랩지노믹스,084650,201412,201412,,0,0,0,"전문, 과학 및 기술 서비스업",0,36.91017972,60.80499906,36.73556985,36.91,67.47581951,9.72,0.65,587.4607703,229.4,224.91,46.42,27.97,11.88,32.13,43.06,48.97789216,1.092538098,2.4,KOSDAQ
(주)대성합동지주,005620,201112,197612,42972.0,1,0,1,"전문, 과학 및 기술 서비스업",0,30.83336514,23.90794282,67.04409776,44.64,-62.12988467,0.84,4.49,-2238.020276,69.09,44.19,215.42,-4.3,-5.88,7.11,14.26,251.53,1.574141399,0.81,KOSPI
(주)녹십자홀딩스,005250,201912,197608,,0,0,0,"전문, 과학 및 기술 서비스업",0,5.526460342,3.680341891,-1.544230163,-3.47,-38.41815396,1.12,0.99,-615.1526742,166.14,99.04,84.11,1.79,1.49,11.46,20.85,356.3293846,1.030369635,1.25,KOSPI
(주)우전,052270,201412,200106,42838.0,0,1,1,제조업,1,-20.40241289,-31.51271657,-38.67458151,-8.03,-333.908176,-10.89,1.59,-2238.020276,56.7,39.35,338.97,-0.11,-0.1,-3.59,-5.86,-75.62221774,2.892141419,1.21,KOSDAQ
일진전기(주),103590,201812,200808,,0,0,0,제조업,1,2.888179685,-5.549389166,-4.009750982,1.32,-12.29793994,0.68,0.94,-389.5531034,79.62,57.27,159.26,-1.41,-0.92,7.75,8.25,71.16799763,2.389119115,1.6,KOSPI
(주)핸디소프트,220180,201612,201611,,0,0,0,정보통신업,0,36.53098701,59.21877589,-11.4308606,-12.83,-41.21511038,3.64,-0.24,204.6802732,330.68,291.34,43.19,-2.43,-1.03,19.24,26.99,58.85490798,0.510045886,2.36,KOSDAQ
(주)중앙백신연구소,072020,201212,200310,,0,0,0,제조업,1,19.82932299,10.07388529,23.56773332,2.63,89.67977682,9.49,-2.39,597.2357923,401.02,269.85,15.18,75.38,26.2,20.96,55.28,91.02316239,0.388925829,4.27,KOSDAQ
(주)아이즈비전,031310,202012,199707,,0,0,0,정보통신업,0,30.5927926,23.6536927,2.825936035,10.87,107.9774692,3.14,0.17,998.5890699,338.59,305.13,45.01,1.97,0.93,20.73,31.51,468.0280392,1.054940707,2.54,KOSDAQ
(주)레드캡투어,038390,201612,200002,,0,0,0,임대업,1,10.59359367,3.238362652,13.70531459,1.29,-10.47711141,5.17,2.6,1327.408993,51.15,33.02,208.47,47.36,28.6,37.16,65.0,330.2575106,1.750903916,0.88,KOSDAQ
(주)큐에스아이,066310,202012,200611,,0,0,0,제조업,1,27.42706481,0.256447999,1.428254024,5.69,3.450080544,0.65,0.21,14.81317177,288.24,210.6,36.36,9.64,8.33,13.27,42.99,73.98123077,0.428025202,1.93,KOSDAQ
(주)이녹스,088390,201912,200610,,0,0,0,제조업,1,-5.54195448,-13.50080439,-28.0727331,11.11,-244.983557,-2.48,3.81,-2026.358049,84.74,71.03,53.33,-0.3,-0.51,-1.03,-4.98,-75.62221774,0.348038399,0.63,KOSDAQ
(주)조이시티,067000,201512,200805,,0,0,0,정보통신업,0,5.269487167,20.68538736,23.67799766,-1.61,49.12975243,11.09,-1.25,91.29821075,741.29,741.29,12.51,54.74,8.11,35.11,46.79,90.9167541,0.793971433,4.62,KOSDAQ
(주)네오오토,212560,201912,201511,,0,0,0,제조업,1,-1.014908091,2.345145055,2.774778868,4.81,-67.17608618,0.56,0.66,317.1908236,115.42,92.74,77.75,28.75,14.98,17.3,20.61,223.9205505,1.509784453,1.87,KOSDAQ
보해양조(주),000890,201712,198809,,1,0,1,제조업,1,-0.499637861,0.186701388,-13.81198453,-30.12,390.5976494,0.95,1.31,111.1008611,78.63,41.05,118.7,-3.95,-4.7,15.2,33.25,116.508556,1.138854886,0.84,KOSPI
(주)영원무역,111770,201412,200907,,0,0,0,도매 및 소매업,1,14.99830848,12.22590608,12.46217442,-5.38,15.37025582,14.23,0.05,3234.325299,362.85,249.2,37.72,38.85,11.9,32.02,35.82,234.9453318,1.302157943,3.6,KOSPI
(주)케이티,030200,201612,199812,,0,0,0,정보통신업,0,4.248458268,5.172954753,2.075487694,0.19,11.37210892,4.81,0.97,3055.564611,101.87,97.88,139.06,25.29,19.79,29.04,39.05,286.8458537,1.860197924,1.3,KOSPI
(주)제이테크놀로지,035480,201112,199911,43811.0,1,0,1,"예술, 스포츠 및 여가관련 서비스업",0,-1.310794791,0.993878436,-13.07483586,-27.36,594.6717064,2.17,2.61,16.28999323,169.37,143.34,97.79,0.55,0.28,12.8,13.39,79.73,1.191063965,1.9,KOSDAQ
(주)테크윙,089030,202012,201111,,0,0,0,제조업,1,9.671122429,14.71431234,22.09526486,8.84,55.36937459,9.53,1.14,1704.473666,138.71,91.83,92.32,11.42,10.0,24.09,43.93,137.5463281,1.061024179,1.17,KOSDAQ
(주)한국전자홀딩스,006200,201112,197911,,1,1,1,"전문, 과학 및 기술 서비스업",0,-22.36308992,-31.51271657,-29.20007078,44.64,-103.7481316,-0.16,-0.67,-523.2256918,121.1,100.53,70.6,-3.24,-1.17,2.18,1.9,92.4535,0.729504284,3.25,KOSPI
