,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,종업원수증가율,총자본정상영업이익률,자기자본정상영업이익률,금융비용부담률,수지비율,CASH FLOW 대 총자본비율,총자본투자효율,순운전자본회전률
9943,씨큐브(주),101240,201912,201111,,0,0,0,제조업,1,12.87850957,5.49,10.0,14.86,0.72,84.7,6.91,27.7,0.83
9944,씨큐브(주),101240,202012,201111,,0,0,0,제조업,1,3.499210565,-4.62,4.95,7.45,0.97,91.32,5.58,22.49,0.63
9945,아남전자(주),8700,201112,198408,,0,0,0,제조업,1,50.30150171,0.0,0.35,0.64,0.66,99.47,-5.62,14.93,1.2
9946,아남전자(주),8700,201212,198408,,1,0,1,제조업,1,-9.882975242,-2.03,-0.4,-0.75,0.71,102.58,-1.29,13.15,1.06
9947,아비코전자(주),36010,201112,200207,,0,0,0,제조업,1,6.471064304,1.53,4.06,5.98,0.68,93.92,0.72,20.72,0.75
9948,아비코전자(주),36010,201212,200207,,0,0,0,제조업,1,-6.591720615,1.5,-0.36,-0.57,-0.02,110.66,3.47,10.56,0.75
9949,아비코전자(주),36010,201312,200207,,0,0,0,제조업,1,12.55245418,19.26,4.78,7.41,0.35,94.14,6.17,19.9,0.92
9950,아비코전자(주),36010,201412,200207,,0,0,0,제조업,1,-1.084075729,0.0,7.22,10.57,0.01,89.11,12.1,25.83,0.86
9951,아비코전자(주),36010,201512,200207,,0,0,0,제조업,1,4.887386174,-3.11,9.56,12.33,-0.33,86.06,11.54,30.09,0.95
9952,아비코전자(주),36010,201612,200207,,0,0,0,제조업,1,4.601832695,6.41,11.74,13.65,-0.6,85.48,14.33,32.37,1.07
9953,아비코전자(주),36010,201712,200207,,0,0,0,제조업,1,-1.163421931,4.82,9.78,10.66,-0.87,90.37,12.44,26.31,1.13
9954,아비코전자(주),36010,201812,200207,,0,0,0,제조업,1,34.93796047,116.09,6.0,6.62,-0.92,78.36,5.53,35.05,1.28
9955,아비코전자(주),36010,201912,200207,,0,0,0,제조업,1,-3.504012403,2.66,-1.88,-2.18,-0.75,101.09,6.47,20.82,1.42
9956,아비코전자(주),36010,202012,200207,,1,0,1,제조업,1,0.767632754,-14.77,-1.57,-1.88,-0.65,100.78,5.43,19.97,1.32
9957,아세아(주),2030,201112,197406,,1,0,1,"전문, 과학 및 기술 서비스업",0,31.43112307,-2.94,2.1,3.07,0.52,97.57,2.69,11.06,1.57
9958,아세아시멘트(주),183190,201412,201311,,0,0,0,제조업,1,1.490630191,0.0,6.9,9.31,-0.26,87.78,7.48,14.04,1.16
9959,아세아시멘트(주),183190,201512,201311,,0,0,0,제조업,1,1.833893058,-1.07,7.23,9.55,-0.41,87.25,7.63,14.59,1.25
9960,아세아시멘트(주),183190,201612,201311,,0,0,0,제조업,1,5.092583946,-0.22,6.87,8.82,-0.38,88.19,8.02,13.7,1.23
9961,아세아시멘트(주),183190,201712,201311,,0,0,0,제조업,1,6.566258333,6.05,6.06,7.81,-0.38,85.34,7.13,15.46,1.14
9962,아세아시멘트(주),183190,201812,201311,,0,0,0,제조업,1,112.7926008,-0.81,5.59,10.68,3.72,96.91,3.79,10.57,1.6
9963,아세아시멘트(주),183190,201912,201311,,0,0,0,제조업,1,-0.661121951,-1.44,4.21,10.16,3.86,95.63,5.19,12.48,1.35
9964,아세아시멘트(주),183190,202012,201311,,0,0,0,제조업,1,-0.761559772,1.25,3.95,9.24,4.03,95.61,5.0,12.21,1.34
9965,아세아제지(주),2310,201112,198812,,0,0,0,제조업,1,2.876135895,5.42,2.44,4.98,1.25,99.15,3.74,16.75,1.72
9966,아세아제지(주),2310,201212,198812,,0,0,0,제조업,1,3.217416629,-1.71,8.43,16.64,1.14,92.39,9.79,22.87,1.53
9967,아세아제지(주),2310,201312,198812,,0,0,0,제조업,1,51.29669181,51.16,4.3,7.09,0.66,96.11,7.7,16.14,1.77
9968,아세아제지(주),2310,201412,198812,,0,0,0,제조업,1,0.039635848,-1.54,3.47,5.21,0.47,96.24,8.38,15.34,1.6
9969,아세아제지(주),2310,201512,198812,,0,0,0,제조업,1,-8.54709196,-1.17,-0.1,-0.14,0.37,105.99,7.1,7.26,1.71
9970,아세아제지(주),2310,201612,198812,,0,0,0,제조업,1,10.14378037,-0.79,3.56,5.44,0.31,95.79,3.09,15.59,1.81
9971,아세아제지(주),2310,201712,198812,,0,0,0,제조업,1,6.371433844,5.18,0.72,1.16,0.48,98.25,2.0,13.9,1.77
9972,아세아제지(주),2310,201812,198812,,0,0,0,제조업,1,5.931022259,-1.52,12.45,19.77,0.48,86.92,8.99,25.36,1.74
9973,아세아제지(주),2310,201912,198812,,0,0,0,제조업,1,4.412862751,-1.54,8.57,12.72,0.44,89.08,15.12,21.92,1.64
9974,아세아제지(주),2310,202012,198812,,0,0,0,제조업,1,4.019900084,0.78,7.59,10.79,0.31,90.07,12.26,21.51,1.77
9975,아시아나아이디티(주),267850,201812,201811,,0,0,0,정보통신업,0,8.690300925,0.0,7.64,10.83,-0.1,90.85,6.82,6.22,1.73
9976,아시아나아이디티(주),267850,201912,201811,,0,0,0,정보통신업,0,6.218571947,3.9,5.12,7.68,0.31,88.89,3.67,-2.13,1.64
9977,아시아나아이디티(주),267850,202012,201811,,0,0,0,정보통신업,0,-10.36554282,-28.1,4.05,6.46,0.23,87.12,7.76,-4.51,1.24
9978,아시아나항공(주),20560,201112,200803,,0,0,0,운수 및 창고업,0,-7.887419137,5.75,5.97,40.36,3.03,100.5,12.1,23.76,1.31
9979,아시아나항공(주),20560,201212,200803,,0,0,0,운수 및 창고업,0,5.897076115,5.75,3.03,19.22,2.28,98.45,8.11,27.75,1.66
9980,아시아나항공(주),20560,201312,200803,,0,0,0,운수 및 창고업,0,15.20852262,3.66,-0.17,-1.18,2.21,102.05,7.73,21.7,1.73
9981,아시아나항공(주),20560,201412,200803,,1,0,1,운수 및 창고업,0,17.10765695,1.93,1.29,9.7,2.31,99.14,6.77,22.08,1.62
9982,아이쓰리시스템(주),214430,201512,201507,,0,0,0,제조업,1,54.83794911,0.0,8.7,14.06,0.56,83.68,3.77,30.76,0.85
9983,아이쓰리시스템(주),214430,201612,201507,,0,0,0,제조업,1,7.115515715,30.99,8.17,11.37,-0.23,87.07,5.83,33.69,0.87
9984,아이쓰리시스템(주),214430,201712,201507,,0,0,0,제조업,1,11.71318399,15.14,11.38,15.48,-0.03,86.94,8.64,38.93,1.14
9985,아이쓰리시스템(주),214430,201812,201507,,0,0,0,제조업,1,7.498342099,0.27,10.13,13.37,-0.33,86.4,14.11,37.23,0.98
9986,아이쓰리시스템(주),214430,201912,201507,,0,0,0,제조업,1,-0.41422451,-2.19,-2.61,-3.43,-0.32,103.28,8.78,25.17,0.73
9987,아이쓰리시스템(주),214430,202012,201507,,0,0,0,제조업,1,27.77323654,12.57,0.74,1.1,-0.67,98.11,14.56,24.99,0.78
9988,아이에스동서(주),10780,201112,198601,,0,0,0,제조업,1,54.22828029,0.92,4.11,9.19,3.12,95.54,-5.07,14.76,0.72
9989,아이에스동서(주),10780,201212,198601,,0,0,0,제조업,1,13.30895148,8.69,3.54,9.3,2.62,98.18,-1.05,14.96,0.68
9990,아이에스동서(주),10780,201312,198601,,0,0,0,제조업,1,-7.325332378,4.94,5.25,13.75,2.5,94.96,5.64,19.53,0.68
9991,아이에스동서(주),10780,201412,198601,,0,0,0,제조업,1,20.15814438,3.41,7.13,18.2,2.09,91.5,10.93,20.48,0.76
9992,아이에스동서(주),10780,201512,198601,,0,0,0,제조업,1,50.16602333,6.4,7.45,21.55,1.44,86.91,-0.45,17.92,0.6
9993,아이에스동서(주),10780,201612,198601,,0,0,0,제조업,1,12.44635364,12.39,15.55,39.68,0.67,83.52,-1.81,25.37,0.86
9994,아이에스동서(주),10780,201712,198601,,0,0,0,제조업,1,9.535266046,0.0,14.93,31.73,1.08,84.52,4.78,24.41,0.81
9995,아이에스동서(주),10780,201812,198601,,0,0,0,제조업,1,-3.938618904,9.81,17.39,35.0,2.18,80.1,8.42,29.92,0.76
9996,아이에스동서(주),10780,201912,198601,,0,0,0,제조업,1,32.12105043,-4.28,2.61,5.56,2.95,93.52,2.41,9.82,0.42
9997,아이에스동서(주),10780,202012,198601,,0,0,0,제조업,1,25.58182553,-49.58,6.43,15.69,3.73,86.56,-3.2,9.79,0.4
9998,아이이(주),23430,201112,199410,43089.0,0,0,0,도매 및 소매업,1,-4.412397897,14.81,-13.18,-15.81,-3.09,121.72,8.2,20.39,0.61
9999,아이이(주),23430,201212,199410,43089.0,0,0,0,도매 및 소매업,1,260.038796,-17.74,-4.08,-12.23,1.76,363.55,-11.5,-24.04,0.1
10000,아이이(주),23430,201312,199410,43089.0,0,0,0,도매 및 소매업,1,59.93007814,-74.51,3.65,10.09,0.4,99.45,-2.92,9.74,3.5
10001,아이이(주),23430,201412,199410,43089.0,0,1,1,도매 및 소매업,1,-33.8414824,7.69,-1.22,-2.78,0.95,103.78,3.22,0.14,0.36
10002,아이진(주),185490,201512,201511,,0,0,0,"전문, 과학 및 기술 서비스업",0,338.8990448,26.67,-34.6,-38.83,-81.74,1239.69,-14.17,-10.24,0.01
10003,아이진(주),185490,201612,201511,,0,0,0,"전문, 과학 및 기술 서비스업",0,-23.72411114,44.74,-40.06,-44.11,-111.99,1476.93,-28.2,-27.38,0.01
10004,아이진(주),185490,201712,201511,,0,0,0,"전문, 과학 및 기술 서비스업",0,63.19951362,0.0,-38.05,-46.54,-42.71,1166.51,-21.04,-15.4,0.01
10005,아이진(주),185490,201812,201511,,0,0,0,"전문, 과학 및 기술 서비스업",0,78.45578966,3.64,-19.6,-35.1,18.25,228.57,-13.18,-3.91,0.05
10006,아이진(주),185490,201912,201511,,0,0,0,"전문, 과학 및 기술 서비스업",0,-12.46148607,5.26,-19.77,-49.16,31.53,208.57,-17.59,-5.21,0.07
10007,아이진(주),185490,202012,201511,,0,0,0,"전문, 과학 및 기술 서비스업",0,-6.092559106,8.33,-29.81,-85.66,63.25,351.67,-20.34,-17.37,0.06
10008,아이크래프트(주),52460,201112,200501,,0,0,0,정보통신업,0,-24.04338414,10.0,1.38,2.26,-0.23,98.46,-0.44,20.53,0.98
10009,아이크래프트(주),52460,201212,200501,,0,0,0,정보통신업,0,8.23599237,-5.19,12.75,17.46,-0.5,92.65,21.38,31.12,1.43
10010,아이크래프트(주),52460,201312,200501,,0,0,0,정보통신업,0,4.351335799,24.66,2.95,3.98,-0.85,96.69,3.26,22.96,1.12
10011,아이크래프트(주),52460,201412,200501,,0,0,0,정보통신업,0,-0.687230183,-1.1,3.71,4.92,-0.57,96.83,-1.0,27.07,1.16
10012,아이크래프트(주),52460,201512,200501,,0,0,0,정보통신업,0,28.01376442,18.89,7.32,10.48,-0.25,94.88,-6.32,27.23,1.24
10013,아이크래프트(주),52460,201612,200501,,0,0,0,정보통신업,0,1.814703127,18.69,8.31,12.77,-0.14,95.3,1.32,29.32,1.22
10014,아이크래프트(주),52460,201712,200501,,0,0,0,정보통신업,0,12.70674783,6.3,3.63,5.98,-0.07,97.05,10.21,29.34,1.27
10015,아이크래프트(주),52460,201812,200501,,0,0,0,정보통신업,0,-21.78552089,-5.93,0.31,0.5,-0.09,101.29,6.62,26.7,1.08
10016,아이크래프트(주),52460,201912,200501,,0,0,0,정보통신업,0,10.55940119,9.45,0.06,0.09,-0.13,100.25,7.51,25.9,1.21
10017,아이크래프트(주),52460,202012,200501,,0,0,0,정보통신업,0,33.29801549,7.19,0.24,0.48,-0.01,98.72,1.02,23.53,1.22
10018,아이텍(주),119830,201112,201010,,0,0,0,"전문, 과학 및 기술 서비스업",0,4.747223114,10.64,3.41,7.19,4.55,97.9,19.32,34.0,1.48
10019,아이텍(주),119830,201212,201010,,0,0,0,"전문, 과학 및 기술 서비스업",0,2.519747344,-3.85,-1.73,-3.88,6.15,110.9,12.06,29.91,1.28
10020,아이텍(주),119830,201312,201010,,0,0,0,"전문, 과학 및 기술 서비스업",0,-11.10412023,-6.5,1.84,4.07,4.1,98.73,13.19,36.69,1.32
10021,아이텍(주),119830,201412,201010,,0,0,0,"전문, 과학 및 기술 서비스업",0,25.71038908,2.67,1.41,3.27,1.73,95.73,13.77,31.57,1.21
10022,아이텍(주),119830,201512,201010,,0,0,0,"전문, 과학 및 기술 서비스업",0,-19.35566549,-0.52,-2.76,-6.44,3.24,103.98,15.43,36.19,1.35
10023,아이텍(주),119830,201612,201010,,0,0,0,"전문, 과학 및 기술 서비스업",0,-4.667706995,10.47,4.49,8.98,1.77,93.4,16.86,40.45,2.36
10024,아이텍(주),119830,201712,201010,,0,0,0,"전문, 과학 및 기술 서비스업",0,5.605473523,1.9,5.19,9.8,1.62,92.94,16.21,37.85,2.41
10025,아이텍(주),119830,201812,201010,,0,0,0,"전문, 과학 및 기술 서비스업",0,143.1622243,4.65,2.09,6.68,4.99,93.79,4.44,19.33,0.46
10026,아이텍(주),119830,201912,201010,,0,0,0,"전문, 과학 및 기술 서비스업",0,-20.4911063,19.56,2.22,5.45,6.76,118.54,8.14,22.39,0.82
10027,아이텍(주),119830,202012,201010,,0,0,0,"전문, 과학 및 기술 서비스업",0,54.13797456,-0.74,2.31,4.33,4.27,112.6,8.63,16.48,0.52
10028,아진산업(주),13310,201512,201512,,0,0,0,제조업,1,21.54570958,0.0,8.03,37.86,4.91,93.72,16.05,29.25,1.08
10029,아진산업(주),13310,201612,201512,,0,0,0,제조업,1,13.42236373,9.52,7.9,30.96,2.72,94.06,15.91,32.23,1.46
10030,아진산업(주),13310,201712,201512,,0,0,0,제조업,1,-2.688377296,-1.59,4.36,15.99,2.8,97.84,11.89,27.89,1.42
10031,아진산업(주),13310,201812,201512,,0,0,0,제조업,1,10.5330664,-1.33,1.66,5.67,3.32,103.02,11.96,19.17,1.28
10032,아진산업(주),13310,201912,201512,,0,0,0,제조업,1,16.75646878,0.75,4.58,15.03,3.07,95.87,12.12,23.15,1.08
10033,아진산업(주),13310,202012,201512,,0,0,0,제조업,1,-4.101567294,3.56,2.28,7.26,2.76,99.03,7.82,23.36,1.0
10034,안국약품(주),1540,201112,200006,,0,0,0,제조업,1,19.5656364,8.17,6.84,9.74,0.6,92.6,0.29,22.76,0.91
10035,안국약품(주),1540,201212,200006,,0,0,0,제조업,1,2.429233211,2.89,3.31,4.85,0.47,97.12,0.99,19.86,0.89
10036,안국약품(주),1540,201312,200006,,0,0,0,제조업,1,-2.73648243,3.89,6.12,8.42,0.41,94.7,4.64,19.94,1.05
10037,안국약품(주),1540,201412,200006,,0,0,0,제조업,1,9.696197452,3.12,5.73,7.88,0.09,95.74,1.38,21.7,1.13
10038,안국약품(주),1540,201512,200006,,0,0,0,제조업,1,10.48985393,22.18,6.86,10.17,0.14,94.07,5.15,23.44,1.17
10039,안국약품(주),1540,201612,200006,,0,0,0,제조업,1,-0.802293327,-13.86,2.11,3.16,0.32,99.11,8.08,21.16,0.99
10040,안국약품(주),1540,201712,200006,,0,0,0,제조업,1,6.011056818,-7.85,5.15,7.74,0.24,93.32,7.23,25.15,1.0
10041,안국약품(주),1540,201812,200006,,0,0,0,제조업,1,2.335098957,3.95,7.3,10.8,0.07,91.4,3.82,29.28,0.95
10042,안국약품(주),1540,201912,200006,,0,0,0,제조업,1,2.363936361,-7.8,1.12,1.64,0.18,98.64,4.79,17.54,0.76
10043,안국약품(주),1540,202012,200006,,0,0,0,제조업,1,-7.457971026,-8.24,-0.03,-0.04,-0.15,99.48,8.25,16.79,0.79
10044,알리코제약(주),260660,201812,201802,,0,0,0,제조업,1,91.47247678,15.57,8.75,18.08,0.17,97.85,2.91,10.48,1.22
10045,알리코제약(주),260660,201912,201802,,0,0,0,제조업,1,7.403219618,6.38,10.93,18.88,0.47,89.59,4.55,18.56,1.12
10046,알리코제약(주),260660,202012,201802,,0,0,0,제조업,1,-7.129156071,10.0,9.26,14.24,0.22,92.26,8.01,21.04,1.26
10047,알보젠코리아(주),2250,201112,197311,43605.0,0,0,0,제조업,1,14.01230275,1.83,5.15,6.86,-0.46,91.71,7.82,30.15,0.92
10048,알보젠코리아(주),2250,201212,197311,43605.0,0,0,0,제조업,1,10.99509779,6.31,-1.97,-2.61,-0.73,101.71,4.32,26.8,0.76
10049,알보젠코리아(주),2250,201312,197311,43605.0,0,0,0,제조업,1,3.296696836,-8.47,4.07,5.13,-1.12,91.06,3.39,26.87,0.76
10050,알보젠코리아(주),2250,201412,197311,43605.0,0,0,0,제조업,1,160.9468397,2.47,-3.56,-6.17,-0.58,117.46,-4.58,7.24,0.42
10051,알보젠코리아(주),2250,201512,197311,43605.0,0,0,0,제조업,1,0.450800132,120.78,6.83,10.96,3.01,90.08,4.22,20.47,1.39
10052,알보젠코리아(주),2250,201612,197311,43605.0,0,0,0,제조업,1,5.228665759,1.77,9.48,15.78,2.26,93.29,13.03,20.62,1.16
10053,알보젠코리아(주),2250,201712,197311,43605.0,0,0,0,제조업,1,-7.816379779,-13.0,8.09,13.9,3.69,90.7,11.56,26.09,1.21
10054,알보젠코리아(주),2250,201812,197311,43605.0,0,0,0,제조업,1,-9.6459174,-6.78,8.06,12.05,2.45,92.16,8.72,28.56,1.41
10055,알서포트(주),131370,201412,201101,,0,0,0,정보통신업,0,-2.115495843,11.96,0.91,1.02,-4.06,97.37,4.83,12.1,0.42
10056,알서포트(주),131370,201512,201101,,0,0,0,정보통신업,0,-5.919639988,9.22,-4.54,-4.95,-2.89,108.9,0.36,21.65,0.49
10057,알서포트(주),131370,201612,201101,,0,0,0,정보통신업,0,0.496289304,0.44,-0.42,-0.46,-1.5,96.81,-1.45,26.08,0.62
10058,알서포트(주),131370,201712,201101,,0,0,0,정보통신업,0,-2.809226893,-11.06,6.24,6.9,-2.66,80.71,2.82,27.33,0.63
10059,알서포트(주),131370,201812,201101,,0,0,0,정보통신업,0,8.316688777,-6.47,9.68,10.68,-3.92,76.99,1.77,32.78,0.64
10060,알서포트(주),131370,201912,201101,,0,0,0,정보통신업,0,33.42776346,11.7,8.44,10.03,-2.84,74.95,3.26,31.28,0.69
10061,알서포트(주),131370,202012,201101,,0,0,0,정보통신업,0,-3.895116979,20.48,23.98,30.22,-0.97,93.63,15.88,24.06,0.94
10062,알에스오토메이션(주),140670,201712,201708,,0,0,0,제조업,1,17.89185254,0.0,5.56,13.22,0.65,96.29,-0.45,20.62,1.04
10063,알에스오토메이션(주),140670,201812,201708,,0,0,0,제조업,1,-3.335699021,-16.16,1.44,2.75,0.44,99.84,-3.77,18.61,1.2
10064,알에스오토메이션(주),140670,201912,201708,,0,0,0,제조업,1,-0.810063221,-3.65,0.2,0.38,0.48,101.03,5.02,15.86,1.06
10065,알에스오토메이션(주),140670,202012,201708,,0,0,0,제조업,1,4.355970702,2.16,-2.08,-4.14,0.32,102.7,4.71,11.57,1.22
10066,알에프머트리얼즈(주),327260,201912,201912,,0,0,0,제조업,1,67.20318795,0.0,3.8,4.4,0.71,93.22,0.29,4.15,0.63
10067,알에프머트리얼즈(주),327260,202012,201912,,0,0,0,제조업,1,97.03058722,-7.84,-1.07,-1.93,0.52,104.6,-0.52,-1.3,0.36
10068,알에프에이치아이씨(주),218410,201812,201506,,0,0,0,제조업,1,51.07990191,3.66,13.72,18.35,0.03,75.58,11.38,19.11,0.61
10069,알에프에이치아이씨(주),218410,201912,201506,,0,0,0,제조업,1,11.07742173,5.49,7.25,9.46,-1.44,81.92,14.44,14.99,0.47
10070,알에프에이치아이씨(주),218410,202012,201506,,0,0,0,제조업,1,20.00595364,-2.23,-1.05,-1.39,-1.76,99.29,0.46,6.68,0.29
10071,애경산업(주),18250,201812,201803,,0,0,0,제조업,1,85.84168099,20.87,25.1,37.09,-0.24,88.72,4.22,41.03,2.42
10072,애경산업(주),18250,201912,201803,,0,0,0,제조업,1,10.08630094,8.23,14.07,18.72,-0.09,92.07,8.15,35.9,1.87
10073,애경산업(주),18250,202012,201803,,0,0,0,제조업,1,-3.781830318,-8.24,5.05,6.66,-0.02,97.75,5.95,27.48,1.62
10074,애경케미칼(주),161000,201312,201209,,0,0,0,제조업,1,-11.45293005,0.0,7.63,19.43,0.45,97.03,14.32,17.52,2.47
10075,애경케미칼(주),161000,201412,201209,,0,0,0,제조업,1,-3.186629829,0.0,10.19,24.03,0.24,96.93,10.66,17.41,2.54
10076,애경케미칼(주),161000,201512,201209,,0,0,0,제조업,1,-16.32647889,-3.97,8.84,16.69,0.22,96.32,14.85,20.66,2.51
10077,애경케미칼(주),161000,201612,201209,,0,0,0,제조업,1,22.75580646,3.72,20.24,32.71,0.14,91.98,17.17,24.73,2.51
10078,애경케미칼(주),161000,201712,201209,,0,0,0,제조업,1,12.10693424,10.36,17.35,27.13,0.07,91.17,10.77,25.98,2.26
10079,애경케미칼(주),161000,201812,201209,,0,0,0,제조업,1,8.872730791,-2.17,10.88,16.19,0.08,93.86,7.79,19.71,2.29
10080,애경케미칼(주),161000,201912,201209,,0,0,0,제조업,1,-1.131898409,1.85,9.45,13.35,-0.01,95.47,9.81,14.76,2.34
10081,애경케미칼(주),161000,202012,201209,,0,0,0,제조업,1,7.979145538,1.81,11.22,15.31,0.04,93.78,10.18,18.4,2.16
10082,어보브반도체(주),102120,201112,200906,,0,0,0,제조업,1,82.66845978,1.08,8.24,10.87,0.16,94.16,4.35,15.28,1.69
10083,어보브반도체(주),102120,201212,200906,,0,0,0,제조업,1,7.631402508,11.7,10.92,13.95,0.08,92.43,8.92,18.49,1.55
10084,어보브반도체(주),102120,201312,200906,,0,0,0,제조업,1,14.05765244,35.24,12.43,15.64,-0.04,90.74,10.99,20.62,1.68
10085,어보브반도체(주),102120,201412,200906,,0,0,0,제조업,1,8.539092463,23.24,8.59,10.77,-0.16,93.19,12.33,17.75,1.63
10086,어보브반도체(주),102120,201512,200906,,0,0,0,제조업,1,4.094866874,1.71,7.35,9.09,-0.11,93.32,12.94,17.58,1.69
10087,어보브반도체(주),102120,201612,200906,,0,0,0,제조업,1,9.633954602,-3.37,9.78,12.01,-0.11,93.39,14.25,16.72,1.61
10088,어보브반도체(주),102120,201712,200906,,0,0,0,제조업,1,-9.326300699,4.07,7.99,9.79,-0.2,104.47,12.44,5.54,1.57
10089,어보브반도체(주),102120,201812,200906,,0,0,0,제조업,1,6.012213845,1.12,8.4,10.16,-0.31,92.35,9.87,20.61,1.62
10090,어보브반도체(주),102120,201912,200906,,0,0,0,제조업,1,16.09087733,7.18,13.55,16.46,-0.46,89.58,13.25,31.79,1.62
10091,어보브반도체(주),102120,202012,200906,,0,0,0,제조업,1,26.80461806,5.15,14.07,18.39,-0.27,90.9,14.12,27.03,1.26
10092,에버테크노(주),70480,201112,200705,41837.0,0,1,1,제조업,1,22.4055847,-22.02,4.24,12.64,1.78,97.81,-0.85,20.06,0.92
10093,에스넷시스템(주),38680,201112,200004,,0,0,0,정보통신업,0,0.298055822,39.89,2.42,4.29,-0.7,97.77,5.19,27.95,1.31
10094,에스넷시스템(주),38680,201212,200004,,0,0,0,정보통신업,0,1.123755896,-6.25,1.47,2.39,-0.78,94.75,3.01,33.0,1.23
10095,에스넷시스템(주),38680,201312,200004,,0,0,0,정보통신업,0,16.52007754,-7.5,4.72,8.2,-0.41,97.24,4.31,27.33,1.44
10096,에스넷시스템(주),38680,201412,200004,,0,0,0,정보통신업,0,8.343049133,16.22,3.88,7.2,-0.35,96.64,-1.43,29.7,1.37
10097,에스넷시스템(주),38680,201512,200004,,0,0,0,정보통신업,0,2.57651603,-4.26,-0.28,-0.54,-0.33,97.72,-3.32,27.36,1.14
10098,에스넷시스템(주),38680,201612,200004,,0,0,0,정보통신업,0,-2.14755239,-17.81,-1.37,-2.65,-0.23,99.95,6.0,24.53,1.15
10099,에스넷시스템(주),38680,201712,200004,,0,0,0,정보통신업,0,7.111407914,4.43,3.19,6.42,-0.33,98.71,4.14,25.05,1.11
10100,에스넷시스템(주),38680,201812,200004,,0,0,0,정보통신업,0,1.290599513,16.98,6.04,12.28,-0.19,97.45,1.64,31.05,1.38
10101,에스넷시스템(주),38680,201912,200004,,0,0,0,정보통신업,0,14.7419371,19.76,4.86,10.22,-0.16,97.2,-0.53,31.39,1.47
10102,에스넷시스템(주),38680,202012,200004,,0,0,0,정보통신업,0,31.59110777,19.53,2.29,5.75,0.05,98.56,-1.17,24.49,1.24
10103,에스디엔(주),99220,201112,200905,,0,0,0,도매 및 소매업,1,10.51656933,-21.01,6.99,19.72,4.6,90.72,-1.78,16.03,0.71
10104,에스디엔(주),99220,201212,200905,,0,0,0,도매 및 소매업,1,-33.80933085,-3.19,-8.96,-25.54,20.51,161.28,7.09,-6.23,0.17
10105,에스디엔(주),99220,201312,200905,,1,0,1,도매 및 소매업,1,-9.093295935,-14.29,1.65,4.19,12.73,100.63,16.57,9.23,0.38
10106,에스맥(주),97780,201112,200801,,0,0,0,제조업,1,42.47141362,18.83,28.65,58.4,0.15,90.9,8.15,38.87,2.76
10107,에스맥(주),97780,201212,200801,,0,0,0,제조업,1,23.4939727,30.6,20.58,37.73,-0.03,93.14,16.05,30.67,2.51
10108,에스맥(주),97780,201312,200801,,0,0,0,제조업,1,17.34018221,4.18,22.71,39.69,0.14,90.17,21.52,29.79,2.77
10109,에스맥(주),97780,201412,200801,,0,0,0,제조업,1,-21.22193003,-12.85,-2.17,-3.48,0.4,96.61,14.01,10.84,1.43
10110,에스맥(주),97780,201512,200801,,1,0,1,제조업,1,-23.47091466,-34.56,-16.9,-27.24,0.45,118.87,5.68,-31.61,1.67
10111,에스비더블유생명과학(주),151910,201212,201208,,0,0,0,제조업,1,87.00454349,0.0,10.1,35.37,1.28,95.01,5.02,24.79,1.38
10112,에스비더블유생명과학(주),151910,201312,201208,,0,0,0,제조업,1,61.68110044,33.33,5.58,17.05,0.94,97.66,3.63,24.5,1.49
10113,에스비더블유생명과학(주),151910,201412,201208,,0,0,0,제조업,1,9.311495321,40.46,2.42,7.64,1.8,99.67,-1.57,21.05,0.97
10114,에스비더블유생명과학(주),151910,201512,201208,,0,1,1,제조업,1,0.680934103,5.15,-5.35,-22.21,2.47,116.63,-1.14,11.66,0.43
10115,에스씨아이평가정보(주),36120,201112,199912,,0,0,0,정보통신업,0,-11.21270259,-4.55,-18.24,-25.11,-0.41,107.92,11.42,-19.35,3.01
10116,에스씨아이평가정보(주),36120,201212,199912,,0,0,0,정보통신업,0,-5.669835152,1.9,-0.19,-0.25,-0.57,98.71,8.86,83.33,2.69
10117,에스씨아이평가정보(주),36120,201312,199912,,0,0,0,정보통신업,0,4.867677928,5.14,4.76,6.28,-0.54,98.09,5.07,72.95,2.81
10118,에스씨아이평가정보(주),36120,201412,199912,,0,0,0,정보통신업,0,-0.609192571,-9.33,0.84,1.1,-0.31,99.37,4.81,70.49,2.76
10119,에스씨아이평가정보(주),36120,201512,199912,,0,0,0,정보통신업,0,3.440834188,-4.9,5.53,7.12,-0.16,97.35,6.96,72.14,2.62
10120,에스씨아이평가정보(주),36120,201612,199912,,0,0,0,정보통신업,0,-1.222276091,-17.53,1.16,1.5,-0.23,99.35,6.94,74.19,2.48
10121,에스씨아이평가정보(주),36120,201712,199912,,0,0,0,정보통신업,0,34.63180729,94.38,0.03,0.04,-0.2,99.64,4.93,78.35,2.42
10122,에스씨아이평가정보(주),36120,201812,199912,,0,0,0,정보통신업,0,0.963893493,-19.94,5.51,7.01,-0.28,95.51,5.0,95.0,2.33
10123,에스씨아이평가정보(주),36120,201912,199912,,0,0,0,정보통신업,0,33.51308874,10.04,24.6,31.73,-0.34,87.69,16.74,76.84,1.94
10124,에스씨아이평가정보(주),36120,202012,199912,,0,0,0,정보통신업,0,11.74548767,-5.47,24.35,31.46,-0.36,84.94,25.81,73.03,1.54
